bk,name,pct_chg,price,turnover,volume_ratio,total_mv,float_mv,amount,_fetched_at
BK1173,锂矿概念,1.39,1962.44,1.68,0.83,4138774128000,3693321792000,43524894554.0,2026-08-17T23:41:54.393072+08:00
BK1003,抽水蓄能,1.39,1823.22,1.21,0.86,1718911392000,1603305936000,22368078452.0,2026-08-17T23:41:54.393072+08:00
BK0982,电子车牌,1.39,1296.34,3.42,1.26,133324545000,111529256000,4038891018.0,2026-08-17T23:41:54.393072+08:00
BK0493,新能源,1.39,18000.58,1.76,0.85,6914888704000,4299564032000,97360852268.0,2026-08-17T23:41:54.393072+08:00
BK0595,风能,1.38,2635.09,1.52,0.86,8617364224000,5962251776000,145872087659.0,2026-08-17T23:41:54.393072+08:00
BK0706,脑机接口,1.38,5569.11,3.22,0.89,783630192000,695788336000,23949267076.0,2026-08-17T23:41:54.393072+08:00
BK1185,冰雪经济,1.38,959.96,1.63,0.84,310732112000,288828784000,6519122456.0,2026-08-17T23:41:54.393072+08:00
BK0873,垃圾分类,1.35,1576.86,1.67,0.94,816857808000,749629392000,15056974712.0,2026-08-17T23:41:54.393072+08:00
BK1153,多模态AI,1.34,1254.29,3.01,0.79,1100334192000,910482976000,31000236957.0,2026-08-17T23:41:54.393072+08:00
BK0505,中字头,1.34,8807.38,0.38,0.89,15927991808000,10120314112000,64970165691.0,2026-08-17T23:41:54.393072+08:00
BK0470,造纸印刷,1.34,9817.28,1.97,1.01,251984898000,220374734000,5354364618.0,2026-08-17T23:41:54.393072+08:00
BK0499,AH股,1.33,9408.57,0.39,0.86,45566849280000,29285139968000,303976777032.0,2026-08-17T23:41:54.393072+08:00
BK1058,地下管网,1.33,1152.62,1.15,0.95,387378016000,360630144000,5194516238.0,2026-08-17T23:41:54.393072+08:00
BK1017,资源开采概念,1.33,1624.3,0.98,0.86,437360368000,374624896000,5949633945.0,2026-08-17T23:41:54.393072+08:00
BK1074,托育服务,1.32,905.99,1.43,0.92,26851239000,24829215000,432889850.0,2026-08-17T23:41:54.393072+08:00
BK0705,上证380,1.31,2975.8,1.31,0.9,12820116224000,10951106560000,233328324594.0,2026-08-17T23:41:54.393072+08:00
BK0800,人工智能,1.31,1816.8,2.69,0.98,14575643392000,13152013824000,414313786204.0,2026-08-17T23:41:54.393072+08:00
BK0525,参股银行,1.3,11906.06,0.97,0.97,11422732800000,9393872640000,91219967970.0,2026-08-17T23:41:54.393072+08:00
BK0429,交运设备,1.29,10313.1,0.83,0.95,627467680000,522537552000,6190093289.0,2026-08-17T23:41:54.393072+08:00
BK0875,ETC,1.29,1734.08,2.32,1.0,374080784000,358531648000,13354735605.0,2026-08-17T23:41:54.393072+08:00
BK0498,AB股,1.28,11375.06,2.21,1.22,1278300464000,1047382752000,25155090360.0,2026-08-17T23:41:54.393072+08:00
BK0914,医废处理,1.28,1233.06,1.66,1.02,204716553000,184233883000,4340323391.0,2026-08-17T23:41:54.393072+08:00
BK0996,毛发医疗,1.27,1029.18,4.68,1.35,125897900000,108247326000,4941017788.0,2026-08-17T23:41:54.393072+08:00
BK0594,长江三角,1.27,2839.83,1.84,0.99,9779922944000,8447362816000,227278845980.0,2026-08-17T23:41:54.393072+08:00
BK0643,上海自贸,1.27,3327.88,0.55,0.86,933784368000,771998976000,10724948767.0,2026-08-17T23:41:54.393072+08:00
BK0683,央国企改革,1.26,4823.99,1.09,0.92,49484695808000,37231771136000,578079224425.0,2026-08-17T23:41:54.393072+08:00
BK1193,海南自贸,1.25,945.4,1.94,1.25,1335256224000,1174389760000,29087925435.0,2026-08-17T23:41:54.393072+08:00
BK0966,碳交易,1.25,1809.81,1.04,0.91,2625729808000,2287051392000,39305640543.0,2026-08-17T23:41:54.393072+08:00
BK1716,反转股,1.25,680.34,10.3,0.94,383064784000,333460128000,32270882159.0,2026-08-17T23:41:54.393072+08:00
BK0628,智慧城市,1.24,5488.29,3.39,1.17,2634106352000,2414210688000,89278423805.0,2026-08-17T23:41:54.393072+08:00
BK0592,铁路基建,1.23,2653.71,0.87,0.95,3027871520000,2584118752000,35761589873.0,2026-08-17T23:41:54.393072+08:00
BK0664,婴童概念,1.2,1686.84,2.5,0.96,1213019824000,1109047424000,24888292958.0,2026-08-17T23:41:54.393072+08:00
BK0898,胎压监测,1.2,2254.98,1.95,1.02,329408672000,316828160000,6016548523.0,2026-08-17T23:41:54.393072+08:00
BK1197,反内卷概念,1.2,1020.38,1.14,0.85,5057466624000,4304356352000,52145017393.0,2026-08-17T23:41:54.393072+08:00
BK1752,2026中报预减,1.19,1049.98,1.51,0.83,2346808928000,2191630496000,41367135349.0,2026-08-17T23:41:54.393072+08:00
BK0936,长寿药,1.18,1101.95,2.95,0.87,149979171000,129462703000,3985138426.0,2026-08-17T23:41:54.393072+08:00
BK0993,宠物经济,1.17,858.3,2.46,0.94,401185024000,353973760000,11309937390.0,2026-08-17T23:41:54.393072+08:00
BK1129,数字水印,1.16,973.83,3.48,0.88,100424982000,93101702000,4382196768.0,2026-08-17T23:41:54.393072+08:00
BK0803,股权转让,1.16,739.28,2.07,0.87,184933833000,168806782000,5155227409.0,2026-08-17T23:41:54.393072+08:00
BK1126,ChatGPT概念,1.15,1976.32,3.65,0.8,1168600800000,1008238224000,43677932636.0,2026-08-17T23:41:54.393072+08:00
BK0940,网红经济,1.12,724.79,3.68,1.02,1238616000000,1102905520000,44654528321.0,2026-08-17T23:41:54.393072+08:00
BK0524,参股期货,1.12,30196.19,0.85,0.87,2948368016000,2386785712000,17707920963.0,2026-08-17T23:41:54.393072+08:00
BK0933,退税商店,1.12,1150.63,1.37,1.03,138174465000,134810997000,2152250061.0,2026-08-17T23:41:54.393072+08:00
BK1098,生物质能发电,1.11,1072.89,1.89,0.97,235309885000,209146597000,4714503450.0,2026-08-17T23:41:54.393072+08:00
BK0492,煤化工概念,1.11,10857.32,1.02,0.78,2874061936000,2469031360000,20180860040.0,2026-08-17T23:41:54.393072+08:00
BK1068,净水概念,1.09,1231.51,0.95,0.94,1137167312000,999452864000,5292532586.0,2026-08-17T23:41:54.393072+08:00
BK0500,HS300_,1.09,12305.52,0.57,0.95,68751036416000,52884610560000,657601745992.0,2026-08-17T23:41:54.393072+08:00
BK0887,鸡肉概念,1.09,719.23,1.16,0.78,323764848000,301862096000,3027260698.0,2026-08-17T23:41:54.393072+08:00
BK1187,小红书概念,1.09,1203.58,4.57,0.71,740464704000,503670928000,25826362940.0,2026-08-17T23:41:54.393072+08:00
BK0612,上证180_,1.08,1749.04,0.39,0.9,49788293632000,36729525504000,347322138463.0,2026-08-17T23:41:54.393072+08:00
BK1188,DeepSeek概念,1.08,1270.13,2.97,0.89,4601553408000,4010284832000,135901444324.0,2026-08-17T23:41:54.393072+08:00
BK1099,轮毂电机,1.08,999.11,1.5,1.0,60389141000,53298767000,730535688.0,2026-08-17T23:41:54.393072+08:00
BK0835,独角兽,1.08,2079.19,2.04,0.9,4892379392000,4290464864000,82101790507.0,2026-08-17T23:41:54.393072+08:00
BK0721,PPP模式,1.07,769.41,1.23,0.97,2148871120000,1919775424000,28799105175.0,2026-08-17T23:41:54.393072+08:00
BK1001,内贸流通,1.07,1245.05,2.08,1.01,1302497104000,1208069616000,31595838792.0,2026-08-17T23:41:54.393072+08:00
BK1056,幽门螺杆菌概念,1.07,1015.66,4.25,1.12,461933504000,407615424000,13912085826.0,2026-08-17T23:41:54.393072+08:00
BK1013,华为欧拉,1.07,1109.99,2.26,0.83,184721195000,163980985000,3892855623.0,2026-08-17T23:41:54.393072+08:00
BK0955,C2M概念,1.06,1364.57,1.58,0.88,280158112000,256820852000,6172013165.0,2026-08-17T23:41:54.393072+08:00
BK1653,味蕾经济,1.05,902.6,2.49,1.21,3475587888000,3388916416000,39681664632.0,2026-08-17T23:41:54.393072+08:00
BK0724,海绵城市,1.03,967.25,2.63,0.74,254697109000,236601108000,6814973896.0,2026-08-17T23:41:54.393072+08:00
BK1172,AI语料,1.02,1036.97,3.71,0.65,416347488000,377110432000,14905519799.0,2026-08-17T23:41:54.393072+08:00
BK0867,富时罗素,1.02,1796.59,1.14,0.94,73522585600000,61517369344000,1096511752277.0,2026-08-17T23:41:54.393072+08:00
BK1673,破增发价股,1.02,942.28,1.32,0.88,11826859008000,10150488320000,164736268417.0,2026-08-17T23:41:54.393072+08:00
BK0556,移动支付,1.01,11891.52,1.87,0.93,3078347072000,1027609424000,41382804116.0,2026-08-17T23:41:54.393072+08:00
BK1661,行业龙头,1.0,965.4,0.69,1.07,31273205504000,22561370112000,240694677607.0,2026-08-17T23:41:54.393072+08:00
BK0879,标准普尔,0.99,1713.85,1.05,0.92,64636840960000,53865466368000,789492737099.0,2026-08-17T23:41:54.393072+08:00
BK0958,虚拟电厂,0.98,2138.63,1.34,0.84,1046731344000,942946640000,21225421889.0,2026-08-17T23:41:54.393072+08:00
BK1132,MLOps概念,0.98,1052.7,3.2,0.89,140062023000,135890104000,3856814551.0,2026-08-17T23:41:54.393072+08:00
BK0813,雄安新区,0.96,956.9,1.26,0.81,2137364704000,1825551872000,26946974691.0,2026-08-17T23:41:54.393072+08:00
BK0677,粤港自贸,0.96,3133.39,1.37,0.85,1040306064000,916775568000,11967880218.0,2026-08-17T23:41:54.393072+08:00
BK0672,沪企改革,0.96,2450.68,0.81,0.85,790783280000,709739008000,7628734577.0,2026-08-17T23:41:54.393072+08:00
BK1053,低价股,0.94,1078.5,1.29,0.87,2022463888000,1760257168000,23099659283.0,2026-08-17T23:41:54.393072+08:00
BK1104,信创,0.94,1808.75,3.17,0.89,4160187984000,3746138336000,137804967050.0,2026-08-17T23:41:54.393072+08:00
BK0514,参股券商,0.93,14071.22,1.16,0.94,3627816016000,2986724368000,47571832240.0,2026-08-17T23:41:54.393072+08:00
BK0611,上证50_,0.92,2117.5,0.25,0.87,28163276800000,22623569408000,178915942798.0,2026-08-17T23:41:54.393072+08:00
BK0995,华为昇腾,0.92,1498.51,3.0,0.88,613581856000,536312032000,19075575783.0,2026-08-17T23:41:54.393072+08:00
BK0534,成渝特区,0.92,21101.93,1.4,0.84,1977591840000,1794821344000,30427621056.0,2026-08-17T23:41:54.393072+08:00
BK0668,医疗器械概念,0.91,4347.86,2.84,0.93,4986253312000,4351557632000,110590299259.0,2026-08-17T23:41:54.393072+08:00
BK1111,AIGC概念,0.91,1974.58,3.89,0.78,2116326400000,1874563504000,76683389034.0,2026-08-17T23:41:54.393072+08:00
BK0506,创投,0.9,17653.74,2.19,0.9,5663133184000,5277443328000,150853882998.0,2026-08-17T23:41:54.393072+08:00
BK0625,通用航空,0.9,5360.19,1.14,0.84,885293264000,754156480000,12121642802.0,2026-08-17T23:41:54.393072+08:00
BK1009,元宇宙概念,0.9,2155.15,3.21,0.92,4265312992000,2079877776000,79879293191.0,2026-08-17T23:41:54.393072+08:00
BK1135,数据要素,0.9,1154.41,2.25,0.83,1949939424000,1685897248000,51996188259.0,2026-08-17T23:41:54.393072+08:00
BK0923,抖音概念(字节概念),0.9,1487.09,4.95,0.82,6663878400000,2481563936000,115094370457.0,2026-08-17T23:41:54.393072+08:00
BK0974,化妆品概念,0.89,1154.76,2.6,0.98,601200528000,516975536000,12983402973.0,2026-08-17T23:41:54.393072+08:00
BK0838,东北振兴,0.89,1175.53,1.89,0.88,685133344000,670027440000,15020535675.0,2026-08-17T23:41:54.393072+08:00
BK1668,小盘价值,0.88,923.17,1.42,0.84,4454040576000,4118630752000,77472887132.0,2026-08-17T23:41:54.393072+08:00
BK0634,大数据,0.87,5134.68,2.71,0.95,6168196608000,5808756736000,193817645482.0,2026-08-17T23:41:54.393072+08:00
BK0600,参股新三板,0.87,2968.52,2.49,0.83,1561798032000,1455783168000,47648073287.0,2026-08-17T23:41:54.393072+08:00
BK0980,化债(AMC)概念,0.87,1067.55,1.16,0.87,969255520000,903486816000,12269755780.0,2026-08-17T23:41:54.393072+08:00
BK1075,电子身份证,0.86,1065.35,2.79,0.73,275202208000,242626653000,6563293058.0,2026-08-17T23:41:54.393072+08:00
BK1183,谷子经济,0.85,1017.7,3.3,0.89,578019680000,523821680000,17541703317.0,2026-08-17T23:41:54.393072+08:00
BK1146,减肥药,0.85,1354.4,2.94,0.81,1010592208000,911081056000,25007467867.0,2026-08-17T23:41:54.393072+08:00
BK0845,百度概念,0.84,1670.72,3.31,0.86,3262518576000,2887278144000,97583971002.0,2026-08-17T23:41:54.393072+08:00
BK0809,AI智能体,0.84,1175.48,3.47,0.79,2182981504000,1958250800000,77139318936.0,2026-08-17T23:41:54.393072+08:00
BK1087,超超临界发电,0.84,1470.01,1.01,0.81,1215516000000,1007468912000,12860474268.0,2026-08-17T23:41:54.393072+08:00
BK0689,阿里概念,0.83,2580.64,2.19,0.9,9336296960000,5085942272000,160488087655.0,2026-08-17T23:41:54.393072+08:00
BK1671,超跌股,0.79,702.14,1.98,0.89,630521920000,550414832000,12909674345.0,2026-08-17T23:41:54.393072+08:00
BK0953,鸿蒙概念,0.79,1483.15,2.7,0.85,2372518080000,1988052144000,45531801427.0,2026-08-17T23:41:54.393072+08:00
BK0696,国产软件,0.79,3315.65,2.7,0.8,2936112608000,2606833408000,74275741263.0,2026-08-17T23:41:54.393072+08:00
BK0711,券商概念,0.78,1084.13,0.73,0.95,3903564176000,3273424496000,25871702034.0,2026-08-17T23:41:54.393072+08:00
BK1174,合成生物,0.77,1314.42,2.94,0.94,1460005488000,1230750176000,41102500686.0,2026-08-17T23:41:54.393072+08:00
BK0839,知识产权,0.77,2013.89,2.97,0.94,335156208000,297752864000,10970404250.0,2026-08-17T23:41:54.393072+08:00
BK1112,破净股,0.75,1421.26,0.43,0.85,23300827392000,16945936128000,64552681276.0,2026-08-17T23:41:54.393072+08:00
BK0653,养老概念,0.74,2701.11,2.16,0.91,2701210816000,2044989440000,34169576436.0,2026-08-17T23:41:54.393072+08:00
BK0604,参股保险,0.74,2636.7,0.51,0.84,6320293888000,5284081152000,27119821164.0,2026-08-17T23:41:54.393072+08:00
BK1024,绿色电力,0.73,1279.07,1.3,0.78,6354405120000,4066226192000,62664115209.0,2026-08-17T23:41:54.393072+08:00
BK1047,数据安全,0.73,955.37,1.99,0.93,1303076176000,1045347120000,33563266765.0,2026-08-17T23:41:54.393072+08:00
BK1139,中特估,0.72,1174.62,0.24,0.85,25288193536000,15581746944000,57443326513.0,2026-08-17T23:41:54.393072+08:00
BK0615,中药概念,0.71,2263.52,3.66,1.04,1858033632000,1737416752000,43452851269.0,2026-08-17T23:41:54.393072+08:00
BK1670,中盘价值,0.71,963.19,0.98,0.83,4581366528000,4246706736000,58758565429.0,2026-08-17T23:41:54.393072+08:00
BK1711,消费风格,0.71,948.04,1.57,1.31,6714765824000,6086970624000,61084037999.0,2026-08-17T23:41:54.393072+08:00
BK0655,网络安全,0.69,4505.88,2.39,1.01,4949415168000,2701518896000,113562012872.0,2026-08-17T23:41:54.393072+08:00
BK0855,纳米银,0.68,3752.51,5.97,0.93,119940418000,108622576000,10965378553.0,2026-08-17T23:41:54.393072+08:00
BK0927,免税概念,0.67,1121.58,0.46,0.76,613420192000,572382656000,3248305803.0,2026-08-17T23:41:54.393072+08:00
BK0447,互联网服务,0.67,29403.32,4.15,0.87,1916549216000,1660436336000,82365568663.0,2026-08-17T23:41:54.393072+08:00
BK0889,医美概念,0.67,1871.44,3.92,1.25,1146475232000,1022014784000,38081438743.0,2026-08-17T23:41:54.393072+08:00
BK1655,零售概念,0.65,841.89,0.93,0.81,3030399760000,953439168000,12001722594.0,2026-08-17T23:41:54.393072+08:00
BK1652,新消费,0.65,893.28,2.51,0.94,751530624000,655486064000,17549950890.0,2026-08-17T23:41:54.393072+08:00
BK1061,数字经济,0.65,1251.01,2.76,0.83,1972896608000,1836450752000,69549723608.0,2026-08-17T23:41:54.393072+08:00
BK1118,数据确权,0.64,1383.13,3.85,0.78,229431309000,218624731000,9190636224.0,2026-08-17T23:41:54.393072+08:00
BK0957,拼多多概念,0.64,1578.54,3.2,0.88,189373252000,163172954000,5405585703.0,2026-08-17T23:41:54.393072+08:00
BK0656,智能电视,0.63,1274.81,1.36,0.94,291539712000,272799520000,3905246953.0,2026-08-17T23:41:54.393072+08:00
BK1107,科创板做市商,0.63,1432.88,0.5,0.93,1916507952000,1585615040000,8882706423.0,2026-08-17T23:41:54.393072+08:00
BK0954,盲盒经济,0.63,1380.86,3.34,0.8,113512330000,88756698000,3312320512.0,2026-08-17T23:41:54.393072+08:00
BK0886,智慧政务,0.63,1379.93,2.47,0.83,647887312000,582480304000,22590398736.0,2026-08-17T23:41:54.393072+08:00
BK1182,智谱AI概念,0.62,1153.24,4.42,0.81,398962352000,357203552000,17873983687.0,2026-08-17T23:41:54.393072+08:00
BK1723,低市净率,0.61,1028.36,0.4,0.81,14824360960000,9697638912000,33871822450.0,2026-08-17T23:41:54.393072+08:00
BK1143,空间计算,0.61,1521.64,2.63,0.95,179625507000,150409913000,10557070354.0,2026-08-17T23:41:54.393072+08:00
BK1055,虚拟数字人,0.59,1260.38,4.0,0.81,3198744768000,1103116912000,44888838166.0,2026-08-17T23:41:54.393072+08:00
BK1714,金融地产风格,0.59,1044.6,0.3,0.87,21964523264000,15304369408000,51994448258.0,2026-08-17T23:41:54.393072+08:00
BK1189,腾讯云,0.58,1085.8,3.88,0.94,667477280000,543913216000,25859866005.0,2026-08-17T23:41:54.393072+08:00
BK0671,彩票概念,0.58,2605.65,2.33,1.02,152249721000,145876737000,4360698673.0,2026-08-17T23:41:54.393072+08:00
BK0718,证金持股,0.57,1376.31,0.37,0.83,30005753344000,22127870976000,132632645377.0,2026-08-17T23:41:54.393072+08:00
BK1029,汽车整车,0.57,1400.99,0.79,0.81,1637531296000,1053291440000,8443688147.0,2026-08-17T23:41:54.393072+08:00
BK0662,在线教育,0.57,2003.15,3.03,0.88,1376601072000,1235349456000,48919783325.0,2026-08-17T23:41:54.393072+08:00
BK0883,数字货币,0.57,1689.32,2.17,0.78,935703328000,898636048000,27356725243.0,2026-08-17T23:41:54.393072+08:00
BK1631,昨日炸板,0.55,544.9,11.94,0.93,178439362000,158599711000,15896607630.0,2026-08-17T23:41:54.393072+08:00
BK0579,云计算,0.54,3392.84,2.34,0.99,7285594880000,4879074816000,145710028824.0,2026-08-17T23:41:54.393072+08:00
BK0697,IPO受益,0.54,3145.74,1.06,0.78,2225265216000,1797969680000,22509726875.0,2026-08-17T23:41:54.393072+08:00
BK0899,CRO,0.53,2418.81,5.97,1.0,1168383936000,938913408000,43508284135.0,2026-08-17T23:41:54.393072+08:00
BK0992,REITs概念,0.53,736.87,0.88,0.73,627330032000,583937072000,4604121801.0,2026-08-17T23:41:54.393072+08:00
BK0566,滨海新区,0.53,10595.38,2.44,1.01,213304487000,198202540000,5019525753.0,2026-08-17T23:41:54.393072+08:00
BK1151,短剧互动游戏,0.52,1185.88,4.49,0.87,550835488000,496525024000,25163461929.0,2026-08-17T23:41:54.393072+08:00
BK1008,国资云概念,0.51,1597.89,3.62,1.02,520936736000,513530448000,23630606127.0,2026-08-17T23:41:54.393072+08:00
BK0511,ST股,0.51,6314.64,1.41,0.87,746674832000,695254912000,10771268861.0,2026-08-17T23:41:54.393072+08:00
BK1629,AI应用,0.5,769.26,3.32,0.82,3577160032000,3169268384000,99645400485.0,2026-08-17T23:41:54.393072+08:00
BK0999,茅指数,0.49,729.06,0.84,0.89,13716840704000,11397129472000,102308259405.0,2026-08-17T23:41:54.393072+08:00
BK1078,肝炎概念,0.49,1437.41,5.86,0.87,638549264000,567541696000,25730236716.0,2026-08-17T23:41:54.393072+08:00
BK0807,共享经济,0.49,854.85,1.44,0.72,225448202000,201668406000,2957008485.0,2026-08-17T23:41:54.393072+08:00
BK0637,互联网金融,0.49,4990.76,0.44,0.88,20448262400000,14323762688000,83641501616.0,2026-08-17T23:41:54.393072+08:00
BK1657,病原体防治,0.48,992.47,4.18,0.93,1756250208000,1561050304000,56486140880.0,2026-08-17T23:41:54.393072+08:00
BK0856,工业大麻,0.47,1907.85,2.43,0.92,391972816000,361151552000,7534026954.0,2026-08-17T23:41:54.393072+08:00
BK0959,数字阅读,0.47,1535.05,2.56,1.07,175589622000,160058010000,4712005514.0,2026-08-17T23:41:54.393072+08:00
BK1635,长期破净,0.47,913.5,0.42,0.84,14294632960000,9032667648000,33218332642.0,2026-08-17T23:41:54.393072+08:00
BK1640,价值股,0.44,946.73,0.56,0.92,9911633664000,5797143552000,32000386155.0,2026-08-17T23:41:54.393072+08:00
BK0817,昨日触板,0.42,16.66,11.32,0.92,192039618000,171133799000,16914991646.0,2026-08-17T23:41:54.393072+08:00
BK0979,低碳冶金,0.41,895.51,0.4,0.81,247262943000,236751529000,976513806.0,2026-08-17T23:41:54.393072+08:00
BK1666,大盘价值,0.39,950.66,0.42,1.01,31559722752000,20934676736000,115684124185.0,2026-08-17T23:41:54.393072+08:00
BK1658,创新医疗服务,0.37,1033.56,3.3,0.96,1713310256000,1463325168000,52666898206.0,2026-08-17T23:41:54.393072+08:00
BK0906,流感,0.37,1688.15,2.85,0.82,1457573872000,1330763760000,36445205979.0,2026-08-17T23:41:54.393072+08:00
BK0830,区块链,0.37,1078.64,1.22,0.84,9377967872000,7999040768000,124324428026.0,2026-08-17T23:41:54.393072+08:00
BK1106,创新药,0.36,1543.97,3.94,0.97,4169055200000,3252958320000,97207398789.0,2026-08-17T23:41:54.393072+08:00
BK0692,旅游概念,0.34,1481.76,2.55,1.11,366872176000,324112080000,9598791877.0,2026-08-17T23:41:54.393072+08:00
BK1073,啤酒概念,0.34,1145.93,2.27,1.32,232879204000,192391360000,3269601907.0,2026-08-17T23:41:54.393072+08:00
BK0548,生物疫苗,0.32,26837.14,1.86,0.79,1015113232000,892400432000,17205124731.0,2026-08-17T23:41:54.393072+08:00
BK0972,快手概念,0.32,1534.2,6.53,0.74,307638336000,279370512000,21089700733.0,2026-08-17T23:41:54.393072+08:00
BK0868,GDR,0.3,1017.99,0.71,0.84,1473870288000,1341092544000,7787140129.0,2026-08-17T23:41:54.393072+08:00
BK0685,举牌,0.29,3090.59,2.12,1.14,100809595000,93572324000,2972847362.0,2026-08-17T23:41:54.393072+08:00
BK1071,跨境支付,0.26,1480.05,0.24,0.82,12996015360000,8177951232000,27731842255.0,2026-08-17T23:41:54.393072+08:00
BK1641,红利股,0.26,986.18,0.23,0.83,19251942656000,13299377408000,34222208809.0,2026-08-17T23:41:54.393072+08:00
BK0939,辅助生殖,0.19,1100.15,3.6,1.08,527190080000,473715632000,16947603068.0,2026-08-17T23:41:54.393072+08:00
BK0485,旅游酒店,0.19,14054.59,1.33,0.73,304380832000,280302880000,3593523913.0,2026-08-17T23:41:54.393072+08:00
BK1133,ERP概念,0.19,1347.72,2.63,0.75,254502173000,224060132000,6525116527.0,2026-08-17T23:41:54.393072+08:00
BK0610,央视50_,0.18,2438.55,0.32,0.9,16523674880000,11349235968000,92896770580.0,2026-08-17T23:41:54.393072+08:00
BK0847,影视概念,0.16,901.8,2.07,0.66,511508352000,463601984000,11721441048.0,2026-08-17T23:41:54.393072+08:00
BK1110,Web3.0,0.16,1699.3,4.37,0.75,477170592000,445184912000,22849752058.0,2026-08-17T23:41:54.393072+08:00
BK0937,蚂蚁金服概念,0.16,732.14,0.6,0.89,5655065856000,4726471424000,27458775270.0,2026-08-17T23:41:54.393072+08:00
BK1176,财税数字化,0.15,1613.56,2.39,0.78,445758752000,398337920000,15844023563.0,2026-08-17T23:41:54.393072+08:00
BK0693,基因测序,0.15,1912.78,4.77,0.79,443649040000,343932992000,14279127549.0,2026-08-17T23:41:54.393072+08:00
BK0675,病毒防治,0.14,2693.06,2.36,0.89,1265369184000,1126182560000,27165127612.0,2026-08-17T23:41:54.393072+08:00
BK1656,特色药,0.11,933.92,3.45,1.02,588368704000,539701904000,11170294962.0,2026-08-17T23:41:54.393072+08:00
BK0636,B股,0.09,896.65,0.12,0.88,690225808000,109052164000,103210158.0,2026-08-17T23:41:54.393072+08:00
BK1063,重组蛋白,0.07,1090.24,3.64,0.77,265487788000,214256774000,9207789144.0,2026-08-17T23:41:54.393072+08:00
BK1636,红利破净股,0.04,1035.67,0.18,0.81,14248358656000,8956931840000,18671178261.0,2026-08-17T23:41:54.393072+08:00
BK0944,肝素概念,0.03,878.59,2.49,0.9,194365238000,174101448000,3812255277.0,2026-08-17T23:41:54.393072+08:00
BK0698,免疫治疗,0.02,1529.07,2.04,0.9,526100432000,459296144000,10325946616.0,2026-08-17T23:41:54.393072+08:00
BK1712,医药医疗风格,-0.02,1113.4,1.79,0.71,4672801792000,3708702464000,70900517484.0,2026-08-17T23:41:54.393072+08:00
BK0811,超级品牌,-0.03,2130.17,0.69,0.86,7210309120000,4390758656000,27584220523.0,2026-08-17T23:41:54.393072+08:00
BK1654,文娱消费,-0.07,840.24,2.99,0.78,1029269536000,945945728000,34948324402.0,2026-08-17T23:41:54.393072+08:00
BK0853,电子竞技,-0.07,1354.99,3.58,1.24,2846453216000,807029040000,29143361222.0,2026-08-17T23:41:54.393072+08:00
BK0837,互联网医疗,-0.09,994.44,2.41,0.89,4296228864000,1790991696000,30865775951.0,2026-08-17T23:41:54.393072+08:00
BK0986,CAR-T细胞疗法,-0.1,1286.88,3.74,0.84,829166848000,671003472000,22069733510.0,2026-08-17T23:41:54.393072+08:00
BK0885,VPN,-0.12,1162.6,4.48,0.89,348325584000,306532336000,12657107679.0,2026-08-17T23:41:54.393072+08:00
BK0806,精准医疗,-0.12,1072.68,3.09,1.03,556996432000,476019264000,12675162695.0,2026-08-17T23:41:54.393072+08:00
BK0841,体外诊断概念,-0.12,1363.09,3.25,1.08,796122672000,750157520000,17907054775.0,2026-08-17T23:41:54.393072+08:00
BK1170,AI制药（医疗）,-0.14,1419.57,3.6,0.85,817720720000,724635248000,28766188333.0,2026-08-17T23:41:54.393072+08:00
BK0822,租售同权,-0.14,646.38,1.14,0.63,301218288000,286194992000,3135887175.0,2026-08-17T23:41:54.393072+08:00
BK0676,独家药品,-0.19,2501.18,3.14,1.03,681195584000,606421856000,11885317456.0,2026-08-17T23:41:54.393072+08:00
BK0870,单抗概念,-0.25,1751.9,2.2,0.76,1736980832000,1169503600000,21749295027.0,2026-08-17T23:41:54.393072+08:00
BK0509,网络游戏,-0.35,13244.94,3.23,0.91,1096361536000,1029480544000,39538301675.0,2026-08-17T23:41:54.393072+08:00
BK1147,SPD概念,-0.35,1025.13,3.81,1.09,150930084000,119934917000,4215918735.0,2026-08-17T23:41:54.393072+08:00
BK1054,DRG/DIP,-0.39,938.11,1.88,0.7,129312854000,119865325000,2588867532.0,2026-08-17T23:41:54.393072+08:00
BK0896,白酒,-0.42,1886.62,1.23,0.89,2669146096000,2650894208000,22802526985.0,2026-08-17T23:41:54.393072+08:00
BK1659,精准诊断,-0.51,947.79,3.11,0.98,765631120000,718916384000,15738290122.0,2026-08-17T23:41:54.393072+08:00
BK0894,阿兹海默,-0.56,1958.92,3.24,0.75,248019666000,212690348000,5176450248.0,2026-08-17T23:41:54.393072+08:00
BK0477,酿酒概念,-1.08,39772.6,1.26,0.97,2656084960000,2605218848000,21712585255.0,2026-08-17T23:41:54.393072+08:00
BK1675,历史新高,-2.19,1802.89,6.25,0.14,13996911000,11624081000,654185270.0,2026-08-17T23:41:54.393072+08:00
