date,open,high,low,close,volume,amount,pct_chg,fetch_source
2023-02-08,1010.192,1055.608,1010.192,1048.39,1182385560,26916111000.0,,ths
2023-02-09,1048.127,1058.727,1046.26,1053.923,1432392600,24964553000.0,0.53,ths
2023-02-10,1048.158,1049.646,1035.731,1042.185,1276048320,24859356000.0,-1.11,ths
2023-02-13,1037.799,1053.946,1037.601,1052.956,1225635500,24952048000.0,1.03,ths
2023-02-14,1053.602,1063.33,1044.658,1061.347,1330632620,26401618000.0,0.8,ths
2023-02-15,1056.738,1062.768,1053.898,1057.846,1289582870,26159277000.0,-0.33,ths
2023-02-16,1058.326,1060.573,1015.892,1023.021,1498420200,31973486000.0,-3.29,ths
2023-02-17,1021.936,1025.459,1005.983,1006.039,1036298790,23331588000.0,-1.66,ths
2023-02-20,1003.889,1011.362,992.599,1011.362,970989270,24370986000.0,0.53,ths
2023-02-21,1011.458,1020.51,1005.784,1014.165,1010076980,23844217000.0,0.28,ths
2023-02-22,1005.977,1009.402,1000.722,1003.172,738705700,17227444000.0,-1.08,ths
2023-02-23,1003.488,1010.834,1000.694,1005.573,798094440,17973712000.0,0.24,ths
2023-02-24,1006.125,1006.135,990.951,995.804,661515520,15540176000.0,-0.97,ths
2023-02-27,993.429,1000.631,987.946,989.22,762158140,17071945000.0,-0.66,ths
2023-02-28,990.0,992.836,979.552,992.558,809818000,17601075000.0,0.34,ths
2023-03-01,990.825,997.712,986.024,997.712,814496440,17995390000.0,0.52,ths
2023-03-02,997.662,997.674,982.483,983.51,767198030,18515790000.0,-1.42,ths
2023-03-03,983.248,985.913,973.697,978.109,621527320,14520010000.0,-0.55,ths
2023-03-06,978.758,981.028,964.56,979.206,732364470,19521014000.0,0.11,ths
2023-03-07,978.813,979.054,962.216,962.455,708890170,15597521000.0,-1.71,ths
2023-03-08,960.18,966.477,958.19,965.015,586589290,13058747700.0,0.27,ths
2023-03-09,965.966,969.326,961.477,965.047,623038970,15243126000.0,0.0,ths
2023-03-10,958.844,960.032,946.133,949.764,669599830,16057728000.0,-1.58,ths
2023-03-13,946.182,950.999,934.327,939.635,681724860,16714531000.0,-1.07,ths
2023-03-14,939.123,939.123,912.616,930.078,835180870,20912321000.0,-1.02,ths
2023-03-15,933.13,944.038,931.781,932.348,580970020,14306997000.0,0.24,ths
2023-03-16,926.927,928.792,909.891,910.333,729856810,17359426000.0,-2.36,ths
2023-03-17,916.493,919.088,908.468,910.669,708787770,17789942000.0,0.04,ths
2023-03-20,909.461,920.884,900.417,915.908,776276920,18623909000.0,0.58,ths
2023-03-21,916.793,935.041,913.724,935.041,756126120,19598983000.0,2.09,ths
2023-03-22,936.911,946.591,932.265,936.193,734103580,19225637000.0,0.12,ths
2023-03-23,931.618,935.776,927.445,932.124,615856630,14429988000.0,-0.43,ths
2023-03-24,933.446,941.226,929.68,938.822,719485620,16561815000.0,0.72,ths
2023-03-27,936.437,937.386,930.086,937.386,752632630,17472540000.0,-0.15,ths
2023-03-28,936.37,936.37,922.011,922.308,626492180,14587081000.0,-1.61,ths
2023-03-29,922.34,930.781,920.849,922.474,648398080,17580080000.0,0.02,ths
2023-03-30,921.661,923.446,915.986,923.103,577759670,14623560000.0,0.07,ths
2023-03-31,923.838,937.731,923.227,928.655,607043720,16818691000.0,0.6,ths
2023-04-03,927.233,937.314,923.773,935.302,809727760,22205041000.0,0.72,ths
2023-04-04,934.31,934.31,910.426,913.188,846354420,21434090000.0,-2.36,ths
2023-04-06,910.848,913.042,903.608,912.294,684234850,16428865000.0,-0.1,ths
2023-04-07,911.232,920.128,909.975,915.288,549573510,13115085000.0,0.33,ths
2023-04-10,917.266,922.529,912.492,920.805,764241090,21020398000.0,0.6,ths
2023-04-11,919.351,919.351,910.818,916.101,688145890,19640427000.0,-0.51,ths
2023-04-12,917.027,920.231,910.158,913.891,689470640,16717615000.0,-0.24,ths
2023-04-13,913.02,916.221,905.814,905.814,659402910,14162722000.0,-0.88,ths
2023-04-14,907.382,924.084,907.237,919.778,980631180,27456405000.0,1.54,ths
2023-04-17,919.908,929.3,919.503,922.445,755913890,19693365000.0,0.29,ths
2023-04-18,921.978,930.063,919.165,921.095,747916700,22727975000.0,-0.15,ths
2023-04-19,920.886,920.886,909.523,910.484,660032880,17470510000.0,-1.15,ths
2023-04-20,908.079,908.088,886.461,890.216,755697690,19260254000.0,-2.23,ths
2023-04-21,891.923,897.951,868.544,868.575,734356100,17068998000.0,-2.43,ths
2023-04-24,866.037,866.146,851.881,854.928,667652660,16921246000.0,-1.57,ths
2023-04-25,851.296,851.296,810.691,819.855,886397170,21935304000.0,-4.1,ths
2023-04-26,815.244,852.652,814.785,846.116,810668070,20899147000.0,3.2,ths
2023-04-27,845.265,852.921,839.936,843.764,660984740,16437986000.0,-0.28,ths
2023-04-28,837.176,846.241,837.176,844.857,714363750,16057795000.0,0.13,ths
2023-05-04,843.183,853.796,840.528,842.834,676614470,14864007000.0,-0.24,ths
